# TOPAS Version: 3.5
# Parameter File: MyNozzle.txt
# Results for scorer DoseAtPhantom
# Scored in component: Phantom
# X in 1 bin  of 20 cm
# Y in 1 bin  of 20 cm
# Z in 400 bins of 0.01 cm
# DoseToMedium ( Gy ) : Sum   
0, 0, 0, 2.638098940688227e-12
0, 0, 1, 8.416595545512884e-12
0, 0, 2, 9.388726775194645e-12
0, 0, 3, 1.802455060206931e-11
0, 0, 4, 5.140667839326207e-12
0, 0, 5, 2.952231124495053e-12
0, 0, 6, 3.684756059302297e-12
0, 0, 7, 4.008564747498555e-12
0, 0, 8, 3.841592322029186e-11
0, 0, 9, 3.058113224457815e-12
0, 0, 10, 2.393577957365833e-12
0, 0, 11, 1.007971345279302e-10
0, 0, 12, 1.844253699409548e-12
0, 0, 13, 6.100964785454854e-12
0, 0, 14, 3.839327727267472e-12
0, 0, 15, 4.310240966226564e-12
0, 0, 16, 2.976247720498648e-11
0, 0, 17, 1.70248207892465e-11
0, 0, 18, 1.043291147917458e-11
0, 0, 19, 7.342992533465598e-12
0, 0, 20, 5.310822528276082e-12
0, 0, 21, 5.213967278761e-12
0, 0, 22, 7.662314359391242e-12
0, 0, 23, 2.733995104961529e-12
0, 0, 24, 8.199097867658822e-13
0, 0, 25, 1.153471632445169e-12
0, 0, 26, 8.742285866579491e-13
0, 0, 27, 6.411271795576934e-13
0, 0, 28, 1.011606813941524e-12
0, 0, 29, 8.132691568796258e-13
0, 0, 30, 5.075715780837597e-13
0, 0, 31, 9.373743101170895e-13
0, 0, 32, 9.892035107705865e-12
0, 0, 33, 0
0, 0, 34, 3.571130610293533e-16
0, 0, 35, 2.492510384930434e-16
0, 0, 36, 1.109392959441902e-12
0, 0, 37, 3.667552372910166e-12
0, 0, 38, 2.350645719739752e-12
0, 0, 39, 5.459754176539988e-12
0, 0, 40, 4.248383762839314e-12
0, 0, 41, 3.48551985884793e-11
0, 0, 42, 1.50041003926793e-11
0, 0, 43, 9.250785033831921e-12
0, 0, 44, 1.890169444573875e-12
0, 0, 45, 1.541358512179014e-12
0, 0, 46, 8.499700509395636e-13
0, 0, 47, 1.508060169796988e-11
0, 0, 48, 1.431165841218884e-12
0, 0, 49, 1.38895091175012e-12
0, 0, 50, 7.957899747154662e-13
0, 0, 51, 3.545563148632525e-12
0, 0, 52, 3.799219185779412e-12
0, 0, 53, 9.785500534875702e-12
0, 0, 54, 1.483541913448183e-12
0, 0, 55, 2.304063190239347e-12
0, 0, 56, 4.621383831171499e-11
0, 0, 57, 1.792830207208995e-12
0, 0, 58, 1.153273873968907e-12
0, 0, 59, 0
0, 0, 60, 0
0, 0, 61, 0
0, 0, 62, 0
0, 0, 63, 0
0, 0, 64, 0
0, 0, 65, 0
0, 0, 66, 2.612935096155816e-13
0, 0, 67, 0
0, 0, 68, 0
0, 0, 69, 6.268561955617526e-17
0, 0, 70, 0
0, 0, 71, 0
0, 0, 72, 0
0, 0, 73, 0
0, 0, 74, 1.37517705556256e-11
0, 0, 75, 0
0, 0, 76, 0
0, 0, 77, 0
0, 0, 78, 5.84786594148845e-11
0, 0, 79, 0
0, 0, 80, 0
0, 0, 81, 0
0, 0, 82, 8.763146239507947e-19
0, 0, 83, 3.013277127816849e-11
0, 0, 84, 7.219315423245831e-12
0, 0, 85, 0
0, 0, 86, 0
0, 0, 87, 6.517170964643246e-19
0, 0, 88, 4.480902194431424e-12
0, 0, 89, 1.261571793212402e-12
0, 0, 90, 3.955890736512258e-12
0, 0, 91, 6.882091424520453e-11
0, 0, 92, 8.92188493223367e-12
0, 0, 93, 3.28183118701586e-12
0, 0, 94, 2.080912915938815e-12
0, 0, 95, 2.628784559824404e-12
0, 0, 96, 1.63285574297789e-12
0, 0, 97, 2.844744838997881e-12
0, 0, 98, 2.453964115245455e-12
0, 0, 99, 4.197555931312325e-12
0, 0, 100, 1.050977664271424e-12
0, 0, 101, 6.973469653288877e-13
0, 0, 102, 1.198665732643489e-12
0, 0, 103, 4.889309009742382e-12
0, 0, 104, 4.336015921313496e-12
0, 0, 105, 2.309354964202814e-12
0, 0, 106, 2.849137809360358e-12
0, 0, 107, 6.969659571698372e-11
0, 0, 108, 1.726014886571647e-10
0, 0, 109, 1.710218494599403e-10
0, 0, 110, 2.157290873716633e-10
0, 0, 111, 3.490834843411506e-10
0, 0, 112, 5.722980978006831e-10
0, 0, 113, 1.419093398347115e-09
0, 0, 114, 2.202478421864384e-09
0, 0, 115, 3.307909723915259e-09
0, 0, 116, 5.112072098967246e-09
0, 0, 117, 7.973272708738932e-09
0, 0, 118, 1.232198343359414e-08
